registerno,department,semester
922522203301,Chemical Engineering -A,6
922522118001,Computer and Communication Engineering -A,6
922522118002,Computer and Communication Engineering -A,6
922522118003,Computer and Communication Engineering -A,6
922522118004,Computer and Communication Engineering -A,6
922522118005,Computer and Communication Engineering -A,6
922522118006,Computer and Communication Engineering -A,6
922522118007,Computer and Communication Engineering -A,6
922522118008,Computer and Communication Engineering -A,6
922522118009,Computer and Communication Engineering -A,6
922522118010,Computer and Communication Engineering -A,6
922522118011,Computer and Communication Engineering -A,6
922522118012,Computer and Communication Engineering -A,6
922522118013,Computer and Communication Engineering -A,6
922522118014,Computer and Communication Engineering -A,6
922522118015,Computer and Communication Engineering -A,6
922522118016,Computer and Communication Engineering -A,6
922522118017,Computer and Communication Engineering -A,6
922522118018,Computer and Communication Engineering -A,6
922522118019,Computer and Communication Engineering -A,6
922522118020,Computer and Communication Engineering -A,6
922522118021,Computer and Communication Engineering -A,6
922522118022,Computer and Communication Engineering -A,6
922522118023,Computer and Communication Engineering -A,6
922522118024,Computer and Communication Engineering -A,6
922522118025,Computer and Communication Engineering -A,6
922522118026,Computer and Communication Engineering -A,6
922522118027,Computer and Communication Engineering -A,6
922522118028,Computer and Communication Engineering -A,6
922521121001,Biomedical Engineering -A,8
922521121002,Biomedical Engineering -A,8
922521121003,Biomedical Engineering -A,8
922521121004,Biomedical Engineering -A,8
922521121005,Biomedical Engineering -A,8
922521121006,Biomedical Engineering -A,8
922521121007,Biomedical Engineering -A,8
922521121008,Biomedical Engineering -A,8
922521121009,Biomedical Engineering -A,8
922521121010,Biomedical Engineering -A,8
922521121011,Biomedical Engineering -A,8
922521121012,Biomedical Engineering -A,8
922521121013,Biomedical Engineering -A,8
922521121014,Biomedical Engineering -A,8
922521121015,Biomedical Engineering -A,8
922521121016,Biomedical Engineering -A,8
922521121017,Biomedical Engineering -A,8
922521121018,Biomedical Engineering -A,8
922521121019,Biomedical Engineering -A,8
922521121020,Biomedical Engineering -A,8
922521121021,Biomedical Engineering -A,8
922521121022,Biomedical Engineering -A,8
922521121023,Biomedical Engineering -A,8
922521121024,Biomedical Engineering -A,8
922521121025,Biomedical Engineering -A,8
922521121026,Biomedical Engineering -A,8
922521121027,Biomedical Engineering -A,8
922521121028,Biomedical Engineering -A,8
922521121029,Biomedical Engineering -A,8
922521121030,Biomedical Engineering -A,8
922521121031,Biomedical Engineering -A,8
922521121032,Biomedical Engineering -A,8
922521121033,Biomedical Engineering -A,8
922521121034,Biomedical Engineering -A,8
922521121035,Biomedical Engineering -A,8
922521121036,Biomedical Engineering -A,8
922521121037,Biomedical Engineering -A,8
922521121038,Biomedical Engineering -A,8
922521121039,Biomedical Engineering -A,8
922521121040,Biomedical Engineering -A,8
922521121041,Biomedical Engineering -A,8
922521121042,Biomedical Engineering -A,8
922521121043,Biomedical Engineering -A,8
922521121044,Biomedical Engineering -A,8
922521121045,Biomedical Engineering -A,8
922521121046,Biomedical Engineering -A,8
922521121047,Biomedical Engineering -A,8
922521121048,Biomedical Engineering -A,8
922521121049,Biomedical Engineering -A,8
922521121050,Biomedical Engineering -A,8
922523104065,Computer Science and Engineering -B,4
922523104066,Computer Science and Engineering -B,4
922523104067,Computer Science and Engineering -B,4
922523104068,Computer Science and Engineering -B,4
922523104069,Computer Science and Engineering -B,4
922523104070,Computer Science and Engineering -B,4
922523104071,Computer Science and Engineering -B,4
922523104072,Computer Science and Engineering -B,4
922523104073,Computer Science and Engineering -B,4
922523104074,Computer Science and Engineering -B,4
922523104075,Computer Science and Engineering -B,4
922523104076,Computer Science and Engineering -B,4
922523104077,Computer Science and Engineering -B,4
922523104078,Computer Science and Engineering -B,4
922523104079,Computer Science and Engineering -B,4
922523104080,Computer Science and Engineering -B,4
922523104081,Computer Science and Engineering -B,4
922523104082,Computer Science and Engineering -B,4
922523104083,Computer Science and Engineering -B,4
922523104084,Computer Science and Engineering -B,4
922523104085,Computer Science and Engineering -B,4
922523104086,Computer Science and Engineering -B,4
922523104087,Computer Science and Engineering -B,4
922523104088,Computer Science and Engineering -B,4
922523104089,Computer Science and Engineering -B,4
922523104090,Computer Science and Engineering -B,4
922523104091,Computer Science and Engineering -B,4
922523104092,Computer Science and Engineering -B,4
922523104093,Computer Science and Engineering -B,4
922523104094,Computer Science and Engineering -B,4
922523104095,Computer Science and Engineering -B,4
922523104096,Computer Science and Engineering -B,4
922523104097,Computer Science and Engineering -B,4
922523104098,Computer Science and Engineering -B,4
922523104099,Computer Science and Engineering -B,4
922523104100,Computer Science and Engineering -B,4
922523104101,Computer Science and Engineering -B,4
922523104102,Computer Science and Engineering -B,4
922523104103,Computer Science and Engineering -B,4
922523104104,Computer Science and Engineering -B,4
922523104105,Computer Science and Engineering -B,4
922523104106,Computer Science and Engineering -B,4
922523104107,Computer Science and Engineering -B,4
922523104108,Computer Science and Engineering -B,4
922523104109,Computer Science and Engineering -B,4
922523104110,Computer Science and Engineering -B,4
922523104111,Computer Science and Engineering -B,4
922523104112,Computer Science and Engineering -B,4
922523104113,Computer Science and Engineering -B,4
922523104114,Computer Science and Engineering -B,4
922523104115,Computer Science and Engineering -B,4
922523104116,Computer Science and Engineering -B,4
922523104117,Computer Science and Engineering -B,4
922523104118,Computer Science and Engineering -B,4
922523104119,Computer Science and Engineering -B,4
922523104120,Computer Science and Engineering -B,4
922523104121,Computer Science and Engineering -B,4
922523104122,Computer Science and Engineering -B,4
922523104123,Computer Science and Engineering -B,4
922523104124,Computer Science and Engineering -B,4
922523104301,Computer Science and Engineering -B,4
922523104306,Computer Science and Engineering -B,4
922524121002,Biomedical Engineering -A,2
922524121003,Biomedical Engineering -A,2
922524121004,Biomedical Engineering -A,2
922524121005,Biomedical Engineering -A,2
922524121006,Biomedical Engineering -A,2
922524121007,Biomedical Engineering -A,2
922524121008,Biomedical Engineering -A,2
922524121009,Biomedical Engineering -A,2
922524121010,Biomedical Engineering -A,2
922524121011,Biomedical Engineering -A,2
922524121012,Biomedical Engineering -A,2
922524121013,Biomedical Engineering -A,2
922524121014,Biomedical Engineering -A,2
922524121015,Biomedical Engineering -A,2
922524121016,Biomedical Engineering -A,2
922524121017,Biomedical Engineering -A,2
922524121018,Biomedical Engineering -A,2
922524121019,Biomedical Engineering -A,2
922524121020,Biomedical Engineering -A,2
922524121021,Biomedical Engineering -A,2
922524121022,Biomedical Engineering -A,2
922524121023,Biomedical Engineering -A,2
922524121024,Biomedical Engineering -A,2
922524121025,Biomedical Engineering -A,2
922524121026,Biomedical Engineering -A,2
922524121027,Biomedical Engineering -A,2
922524121028,Biomedical Engineering -A,2
922524121029,Biomedical Engineering -A,2
922524121030,Biomedical Engineering -A,2
922524121031,Biomedical Engineering -A,2
922523104125,Computer Science and Engineering -C,4
922523104126,Computer Science and Engineering -C,4
922523104127,Computer Science and Engineering -C,4
922523104128,Computer Science and Engineering -C,4
922523104129,Computer Science and Engineering -C,4
922523104130,Computer Science and Engineering -C,4
922523104131,Computer Science and Engineering -C,4
922523104132,Computer Science and Engineering -C,4
922523104133,Computer Science and Engineering -C,4
922523104134,Computer Science and Engineering -C,4
922523104135,Computer Science and Engineering -C,4
922523104136,Computer Science and Engineering -C,4
922523104137,Computer Science and Engineering -C,4
922523104138,Computer Science and Engineering -C,4
922523104139,Computer Science and Engineering -C,4
922523104140,Computer Science and Engineering -C,4
922523104141,Computer Science and Engineering -C,4
922523104142,Computer Science and Engineering -C,4
922523104143,Computer Science and Engineering -C,4
922523104144,Computer Science and Engineering -C,4
922523104145,Computer Science and Engineering -C,4
922523104146,Computer Science and Engineering -C,4
922523104147,Computer Science and Engineering -C,4
922523104148,Computer Science and Engineering -C,4
922523104149,Computer Science and Engineering -C,4
922523104150,Computer Science and Engineering -C,4
922523104151,Computer Science and Engineering -C,4
922523104152,Computer Science and Engineering -C,4
922523104153,Computer Science and Engineering -C,4
922523104154,Computer Science and Engineering -C,4
922523104155,Computer Science and Engineering -C,4
922523104156,Computer Science and Engineering -C,4
922523104157,Computer Science and Engineering -C,4
922523104158,Computer Science and Engineering -C,4
922523104159,Computer Science and Engineering -C,4
922523104160,Computer Science and Engineering -C,4
922523104161,Computer Science and Engineering -C,4
922523104162,Computer Science and Engineering -C,4
922523104163,Computer Science and Engineering -C,4
922523104164,Computer Science and Engineering -C,4
922523104165,Computer Science and Engineering -C,4
922523104166,Computer Science and Engineering -C,4
922523104167,Computer Science and Engineering -C,4
922523104168,Computer Science and Engineering -C,4
922523104169,Computer Science and Engineering -C,4
922523104170,Computer Science and Engineering -C,4
922523104171,Computer Science and Engineering -C,4
922523104172,Computer Science and Engineering -C,4
922523104173,Computer Science and Engineering -C,4
922523104174,Computer Science and Engineering -C,4
922523104175,Computer Science and Engineering -C,4
922523104176,Computer Science and Engineering -C,4
922523104177,Computer Science and Engineering -C,4
922523104178,Computer Science and Engineering -C,4
922523104179,Computer Science and Engineering -C,4
922523104180,Computer Science and Engineering -C,4
922523104181,Computer Science and Engineering -C,4
922523104182,Computer Science and Engineering -C,4
922523104183,Computer Science and Engineering -C,4
922523104184,Computer Science and Engineering -C,4
922523104185,Computer Science and Engineering -C,4
922523104186,Computer Science and Engineering -C,4
922523104187,Computer Science and Engineering -C,4
922523104188,Computer Science and Engineering -C,4
922523104189,Computer Science and Engineering -C,4
922523205001,Information Technology -A,4
922523205002,Information Technology -A,4
922523205003,Information Technology -A,4
922523205004,Information Technology -A,4
922523205005,Information Technology -A,4
922523205006,Information Technology -A,4
922523205007,Information Technology -A,4
922523205008,Information Technology -A,4
922523205009,Information Technology -A,4
922523205010,Information Technology -A,4
922523205011,Information Technology -A,4
922523205012,Information Technology -A,4
922523205013,Information Technology -A,4
922523205014,Information Technology -A,4
922523205015,Information Technology -A,4
922523205016,Information Technology -A,4
922523205017,Information Technology -A,4
922523205018,Information Technology -A,4
922523205019,Information Technology -A,4
922523205020,Information Technology -A,4
922523205021,Information Technology -A,4
922523205022,Information Technology -A,4
922523205023,Information Technology -A,4
922523205024,Information Technology -A,4
922523205025,Information Technology -A,4
922523205026,Information Technology -A,4
922523205027,Information Technology -A,4
922523205028,Information Technology -A,4
922523205029,Information Technology -A,4
922523205030,Information Technology -A,4
922523205031,Information Technology -A,4
922523205032,Information Technology -A,4
922523205033,Information Technology -A,4
922523205034,Information Technology -A,4
922523205035,Information Technology -A,4
922523205036,Information Technology -A,4
922523205037,Information Technology -A,4
922523205038,Information Technology -A,4
922523205039,Information Technology -A,4
922523205040,Information Technology -A,4
922523205041,Information Technology -A,4
922523205042,Information Technology -A,4
922523205043,Information Technology -A,4
922523205044,Information Technology -A,4
922523205045,Information Technology -A,4
922523205046,Information Technology -A,4
922523205047,Information Technology -A,4
922523205048,Information Technology -A,4
922523205049,Information Technology -A,4
922523205050,Information Technology -A,4
922523205051,Information Technology -A,4
922523205052,Information Technology -A,4
922523205053,Information Technology -A,4
922523205054,Information Technology -A,4
922523205055,Information Technology -A,4
922523205056,Information Technology -A,4
922523205057,Information Technology -A,4
922523205058,Information Technology -A,4
922523205059,Information Technology -A,4
922523205060,Information Technology -A,4
922523205061,Information Technology -A,4
922523205062,Information Technology -A,4
922523104302,Computer Science and Engineering -C,4
922523104303,Computer Science and Engineering -C,4
922523104304,Computer Science and Engineering -C,4
922523104305,Computer Science and Engineering -C,4
922523205063,Information Technology -B,4
922523205064,Information Technology -B,4
922523205065,Information Technology -B,4
922523205066,Information Technology -B,4
922523205067,Information Technology -B,4
922523205068,Information Technology -B,4
922523205069,Information Technology -B,4
922523205070,Information Technology -B,4
922523205071,Information Technology -B,4
922523205072,Information Technology -B,4
922523205073,Information Technology -B,4
922523205074,Information Technology -B,4
922523205075,Information Technology -B,4
922523205076,Information Technology -B,4
922523205077,Information Technology -B,4
922523205078,Information Technology -B,4
922523205079,Information Technology -B,4
922523205080,Information Technology -B,4
922523205081,Information Technology -B,4
922523205082,Information Technology -B,4
922523205083,Information Technology -B,4
922523205084,Information Technology -B,4
922523205085,Information Technology -B,4
922523205086,Information Technology -B,4
922523205087,Information Technology -B,4
922523205088,Information Technology -B,4
922523205089,Information Technology -B,4
922523205090,Information Technology -B,4
922523205091,Information Technology -B,4
922523205092,Information Technology -B,4
922523205093,Information Technology -B,4
922523205094,Information Technology -B,4
922523205095,Information Technology -B,4
922523205096,Information Technology -B,4
922523205097,Information Technology -B,4
922523205098,Information Technology -B,4
922523205099,Information Technology -B,4
922523205100,Information Technology -B,4
922523205101,Information Technology -B,4
922523205102,Information Technology -B,4
922523205103,Information Technology -B,4
922523205104,Information Technology -B,4
922523205105,Information Technology -B,4
922523205106,Information Technology -B,4
922523205107,Information Technology -B,4
922523205108,Information Technology -B,4
922523205109,Information Technology -B,4
922523205110,Information Technology -B,4
922523205111,Information Technology -B,4
922523205112,Information Technology -B,4
922523205113,Information Technology -B,4
922523205114,Information Technology -B,4
922523205115,Information Technology -B,4
922523205116,Information Technology -B,4
922523205117,Information Technology -B,4
922523205118,Information Technology -B,4
922523205119,Information Technology -B,4
922523205120,Information Technology -B,4
922523205121,Information Technology -B,4
922523205122,Information Technology -B,4
922523205123,Information Technology -B,4
922523205124,Information Technology -B,4
922523205126,Information Technology -C,4
922523205127,Information Technology -C,4
922523205128,Information Technology -C,4
922523205129,Information Technology -C,4
922523205130,Information Technology -C,4
922523205131,Information Technology -C,4
922523205132,Information Technology -C,4
922523205133,Information Technology -C,4
922523205134,Information Technology -C,4
922523205135,Information Technology -C,4
922523205136,Information Technology -C,4
922523205137,Information Technology -C,4
922523205138,Information Technology -C,4
922523205139,Information Technology -C,4
922523205140,Information Technology -C,4
922523205141,Information Technology -C,4
922523205142,Information Technology -C,4
922523205143,Information Technology -C,4
922523205144,Information Technology -C,4
922523205145,Information Technology -C,4
922523205146,Information Technology -C,4
922523205147,Information Technology -C,4
922523205148,Information Technology -C,4
922523205149,Information Technology -C,4
922523205150,Information Technology -C,4
922523205151,Information Technology -C,4
922523205152,Information Technology -C,4
922523205153,Information Technology -C,4
922523205154,Information Technology -C,4
922523205155,Information Technology -C,4
922523205156,Information Technology -C,4
922523205157,Information Technology -C,4
922523205158,Information Technology -C,4
922523205159,Information Technology -C,4
922523205160,Information Technology -C,4
922523205161,Information Technology -C,4
922523205162,Information Technology -C,4
922523205163,Information Technology -C,4
922523205164,Information Technology -C,4
922523205165,Information Technology -C,4
922523205166,Information Technology -C,4
922523205167,Information Technology -C,4
922523205168,Information Technology -C,4
922523205169,Information Technology -C,4
922523205170,Information Technology -C,4
922523205171,Information Technology -C,4
922523205172,Information Technology -C,4
922523205173,Information Technology -C,4
922523205174,Information Technology -C,4
922523205175,Information Technology -C,4
922523205176,Information Technology -C,4
922523205177,Information Technology -C,4
922523205178,Information Technology -C,4
922523205179,Information Technology -C,4
922523205180,Information Technology -C,4
922523205181,Information Technology -C,4
922523205182,Information Technology -C,4
922523205183,Information Technology -C,4
922523205184,Information Technology -C,4
922523205185,Information Technology -C,4
922523205186,Information Technology -C,4
922523205187,Information Technology -C,4
922523205188,Information Technology -C,4
922523205189,Information Technology -C,4
922523118001,Computer and Communication Engineering -A,4
922523118002,Computer and Communication Engineering -A,4
922523118003,Computer and Communication Engineering -A,4
922523118004,Computer and Communication Engineering -A,4
922523118005,Computer and Communication Engineering -A,4
922523118006,Computer and Communication Engineering -A,4
922523118007,Computer and Communication Engineering -A,4
922523118008,Computer and Communication Engineering -A,4
922523118009,Computer and Communication Engineering -A,4
922523118010,Computer and Communication Engineering -A,4
922523118011,Computer and Communication Engineering -A,4
922523118012,Computer and Communication Engineering -A,4
922523118013,Computer and Communication Engineering -A,4
922523118014,Computer and Communication Engineering -A,4
922523118015,Computer and Communication Engineering -A,4
922523118016,Computer and Communication Engineering -A,4
922523118017,Computer and Communication Engineering -A,4
922523118018,Computer and Communication Engineering -A,4
922523118019,Computer and Communication Engineering -A,4
922523118020,Computer and Communication Engineering -A,4
922523118021,Computer and Communication Engineering -A,4
922523118022,Computer and Communication Engineering -A,4
922523118023,Computer and Communication Engineering -A,4
922523118024,Computer and Communication Engineering -A,4
922523118025,Computer and Communication Engineering -A,4
922523118026,Computer and Communication Engineering -A,4
922523118027,Computer and Communication Engineering -A,4
922523118028,Computer and Communication Engineering -A,4
922523118029,Computer and Communication Engineering -A,4
922523118030,Computer and Communication Engineering -A,4
922523118031,Computer and Communication Engineering -A,4
922523118032,Computer and Communication Engineering -A,4
922523118033,Computer and Communication Engineering -A,4
922523118034,Computer and Communication Engineering -A,4
922523118035,Computer and Communication Engineering -A,4
922523118036,Computer and Communication Engineering -A,4
922523118037,Computer and Communication Engineering -A,4
922523118038,Computer and Communication Engineering -A,4
922523118039,Computer and Communication Engineering -A,4
922523118040,Computer and Communication Engineering -A,4
922523118041,Computer and Communication Engineering -A,4
922523118042,Computer and Communication Engineering -A,4
922523118043,Computer and Communication Engineering -A,4
922523118044,Computer and Communication Engineering -A,4
922523118045,Computer and Communication Engineering -A,4
922523118046,Computer and Communication Engineering -A,4
922523118047,Computer and Communication Engineering -A,4
922523118048,Computer and Communication Engineering -A,4
922523118049,Computer and Communication Engineering -A,4
922523118050,Computer and Communication Engineering -A,4
922523118051,Computer and Communication Engineering -A,4
922523118052,Computer and Communication Engineering -A,4
922523118053,Computer and Communication Engineering -A,4
922523118054,Computer and Communication Engineering -A,4
922523118055,Computer and Communication Engineering -A,4
922523118056,Computer and Communication Engineering -A,4
922523118057,Computer and Communication Engineering -A,4
922523118058,Computer and Communication Engineering -A,4
922523118059,Computer and Communication Engineering -A,4
922523118060,Computer and Communication Engineering -A,4
922523118061,Computer and Communication Engineering -A,4
922524214001,Biotechnology -A,2
922524214002,Biotechnology -A,2
922524214003,Biotechnology -A,2
922524214004,Biotechnology -A,2
922524214005,Biotechnology -A,2
922524214006,Biotechnology -A,2
922524214007,Biotechnology -A,2
922524214008,Biotechnology -A,2
922524214009,Biotechnology -A,2
922524214010,Biotechnology -A,2
922524214011,Biotechnology -A,2
922524214012,Biotechnology -A,2
922524214013,Biotechnology -A,2
922524214014,Biotechnology -A,2
922524214015,Biotechnology -A,2
922524214016,Biotechnology -A,2
922524214017,Biotechnology -A,2
922524214018,Biotechnology -A,2
922524214019,Biotechnology -A,2
922524214020,Biotechnology -A,2
922524214021,Biotechnology -A,2
922524214022,Biotechnology -A,2
922524214023,Biotechnology -A,2
922524214024,Biotechnology -A,2
922524214025,Biotechnology -A,2
922524214026,Biotechnology -A,2
922524214027,Biotechnology -A,2
922524214028,Biotechnology -A,2
922524214029,Biotechnology -A,2
922524214030,Biotechnology -A,2
922524214031,Biotechnology -A,2
922522104114,Computer Science and Engineering -C,6
922522104115,Computer Science and Engineering -C,6
922522104116,Computer Science and Engineering -C,6
922522104117,Computer Science and Engineering -C,6
922522104118,Computer Science and Engineering -C,6
922522104119,Computer Science and Engineering -C,6
922522104120,Computer Science and Engineering -C,6
922522104121,Computer Science and Engineering -C,6
922522104122,Computer Science and Engineering -C,6
922522104123,Computer Science and Engineering -C,6
922522104124,Computer Science and Engineering -C,6
922522104125,Computer Science and Engineering -C,6
922522104126,Computer Science and Engineering -C,6
922522104127,Computer Science and Engineering -C,6
922522104128,Computer Science and Engineering -C,6
922522104129,Computer Science and Engineering -C,6
922522104130,Computer Science and Engineering -C,6
922522104131,Computer Science and Engineering -C,6
922522104132,Computer Science and Engineering -C,6
922522104133,Computer Science and Engineering -C,6
922522104134,Computer Science and Engineering -C,6
922522104135,Computer Science and Engineering -C,6
922522104136,Computer Science and Engineering -C,6
922522104137,Computer Science and Engineering -C,6
922522104138,Computer Science and Engineering -C,6
922522104139,Computer Science and Engineering -C,6
922522104140,Computer Science and Engineering -C,6
922522104141,Computer Science and Engineering -C,6
922522104142,Computer Science and Engineering -C,6
922522104143,Computer Science and Engineering -C,6
922522104144,Computer Science and Engineering -C,6
922522104145,Computer Science and Engineering -C,6
922522104146,Computer Science and Engineering -C,6
922522104147,Computer Science and Engineering -C,6
922522104148,Computer Science and Engineering -C,6
922522104149,Computer Science and Engineering -C,6
922522104150,Computer Science and Engineering -C,6
922522104151,Computer Science and Engineering -C,6
922522104152,Computer Science and Engineering -C,6
922522104153,Computer Science and Engineering -C,6
922522104154,Computer Science and Engineering -C,6
922522104155,Computer Science and Engineering -C,6
922522104156,Computer Science and Engineering -C,6
922522104157,Computer Science and Engineering -C,6
922522104158,Computer Science and Engineering -C,6
922522104159,Computer Science and Engineering -C,6
922522104160,Computer Science and Engineering -C,6
922522104161,Computer Science and Engineering -C,6
922522104162,Computer Science and Engineering -C,6
922522104163,Computer Science and Engineering -C,6
922522104164,Computer Science and Engineering -C,6
922522104165,Computer Science and Engineering -C,6
922522104166,Computer Science and Engineering -C,6
922522104167,Computer Science and Engineering -C,6
922522104168,Computer Science and Engineering -C,6
922522104169,Computer Science and Engineering -C,6
922522104170,Computer Science and Engineering -C,6
922522104171,Computer Science and Engineering -C,6
922522104172,Computer Science and Engineering -C,6
922522104173,Computer Science and Engineering -C,6
922522104174,Computer Science and Engineering -C,6
922522104060,Computer Science and Engineering -B,6
922522104061,Computer Science and Engineering -B,6
922522104062,Computer Science and Engineering -B,6
922522104063,Computer Science and Engineering -B,6
922522104064,Computer Science and Engineering -B,6
922522104065,Computer Science and Engineering -B,6
922522104066,Computer Science and Engineering -B,6
922522104067,Computer Science and Engineering -B,6
922522104068,Computer Science and Engineering -B,6
922522104069,Computer Science and Engineering -B,6
922522104070,Computer Science and Engineering -B,6
922522104071,Computer Science and Engineering -B,6
922522104072,Computer Science and Engineering -B,6
922522104073,Computer Science and Engineering -B,6
922522104074,Computer Science and Engineering -B,6
922522104075,Computer Science and Engineering -B,6
922522104076,Computer Science and Engineering -B,6
922522104077,Computer Science and Engineering -B,6
922522104078,Computer Science and Engineering -B,6
922522104079,Computer Science and Engineering -B,6
922522104080,Computer Science and Engineering -B,6
922522104081,Computer Science and Engineering -B,6
922522104082,Computer Science and Engineering -B,6
922522104083,Computer Science and Engineering -B,6
922522104084,Computer Science and Engineering -B,6
922522104085,Computer Science and Engineering -B,6
922522104086,Computer Science and Engineering -B,6
922522104087,Computer Science and Engineering -B,6
922522104088,Computer Science and Engineering -B,6
922522104089,Computer Science and Engineering -B,6
922522104090,Computer Science and Engineering -B,6
922522104091,Computer Science and Engineering -B,6
922522104092,Computer Science and Engineering -B,6
922522104093,Computer Science and Engineering -B,6
922522104094,Computer Science and Engineering -B,6
922522104095,Computer Science and Engineering -B,6
922522104096,Computer Science and Engineering -B,6
922522104097,Computer Science and Engineering -B,6
922522104098,Computer Science and Engineering -B,6
922522104099,Computer Science and Engineering -B,6
922522104100,Computer Science and Engineering -B,6
922522104101,Computer Science and Engineering -B,6
922522104102,Computer Science and Engineering -B,6
922522104103,Computer Science and Engineering -B,6
922522104104,Computer Science and Engineering -B,6
922522104105,Computer Science and Engineering -B,6
922522104106,Computer Science and Engineering -B,6
922522104107,Computer Science and Engineering -B,6
922522104108,Computer Science and Engineering -B,6
922522104109,Computer Science and Engineering -B,6
922522104110,Computer Science and Engineering -B,6
922522104111,Computer Science and Engineering -B,6
922522104112,Computer Science and Engineering -B,6
922522104113,Computer Science and Engineering -B,6
922524205001,Information Technology -A,2
922524205002,Information Technology -A,2
922524205003,Information Technology -A,2
922524205004,Information Technology -A,2
922524205005,Information Technology -A,2
922524205006,Information Technology -A,2
922524205007,Information Technology -A,2
922524205008,Information Technology -A,2
922524205009,Information Technology -A,2
922524205010,Information Technology -A,2
922524205011,Information Technology -A,2
922524205012,Information Technology -A,2
922524205013,Information Technology -A,2
922524205014,Information Technology -A,2
922524205015,Information Technology -A,2
922524205016,Information Technology -A,2
922524205017,Information Technology -A,2
922524205018,Information Technology -A,2
922524205019,Information Technology -A,2
922524205020,Information Technology -A,2
922524205021,Information Technology -A,2
922524205022,Information Technology -A,2
922524205023,Information Technology -A,2
922524205024,Information Technology -A,2
922524205025,Information Technology -A,2
922524205026,Information Technology -A,2
922524205027,Information Technology -A,2
922524205028,Information Technology -A,2
922524205029,Information Technology -A,2
922524205030,Information Technology -A,2
922524205031,Information Technology -A,2
922524205032,Information Technology -A,2
922524205033,Information Technology -A,2
922524205034,Information Technology -A,2
922524205035,Information Technology -A,2
922524205036,Information Technology -A,2
922524205037,Information Technology -A,2
922524205038,Information Technology -A,2
922524205039,Information Technology -A,2
922524205040,Information Technology -A,2
922524205041,Information Technology -A,2
922524205042,Information Technology -A,2
922524205043,Information Technology -A,2
922524205044,Information Technology -A,2
922524205045,Information Technology -A,2
922524205046,Information Technology -A,2
922524205047,Information Technology -A,2
922524205048,Information Technology -A,2
922524205049,Information Technology -A,2
922524205050,Information Technology -A,2
922524205051,Information Technology -A,2
922524205052,Information Technology -A,2
922524205053,Information Technology -A,2
922524205054,Information Technology -A,2
922524205055,Information Technology -A,2
922524205056,Information Technology -A,2
922524205057,Information Technology -A,2
922524205058,Information Technology -A,2
922524205059,Information Technology -A,2
922524205060,Information Technology -A,2
922524205061,Information Technology -A,2
922524205062,Information Technology -A,2
922524205063,Information Technology -A,2
922522104301,Computer Science and Engineering -B,6
922522104302,Computer Science and Engineering -B,6
922523214001,Biotechnology -A,4
922523214002,Biotechnology -A,4
922523214003,Biotechnology -A,4
922523214004,Biotechnology -A,4
922523214005,Biotechnology -A,4
922523214006,Biotechnology -A,4
922523214007,Biotechnology -A,4
922523214008,Biotechnology -A,4
922523214009,Biotechnology -A,4
922523214010,Biotechnology -A,4
922523214011,Biotechnology -A,4
922523214012,Biotechnology -A,4
922523214013,Biotechnology -A,4
922523214014,Biotechnology -A,4
922523214015,Biotechnology -A,4
922523214016,Biotechnology -A,4
922523214017,Biotechnology -A,4
922523214018,Biotechnology -A,4
922523214019,Biotechnology -A,4
922523214020,Biotechnology -A,4
922523214021,Biotechnology -A,4
922523214022,Biotechnology -A,4
922523214023,Biotechnology -A,4
922523214024,Biotechnology -A,4
922523214025,Biotechnology -A,4
922523214026,Biotechnology -A,4
922523214027,Biotechnology -A,4
922523214028,Biotechnology -A,4
922523214029,Biotechnology -A,4
922523214030,Biotechnology -A,4
922523214031,Biotechnology -A,4
922523214032,Biotechnology -A,4
922523214033,Biotechnology -A,4
922523214034,Biotechnology -A,4
922523214035,Biotechnology -A,4
922523214036,Biotechnology -A,4
922523214037,Biotechnology -A,4
922523214038,Biotechnology -A,4
922523214039,Biotechnology -A,4
922523214040,Biotechnology -A,4
922523214041,Biotechnology -A,4
922523214042,Biotechnology -A,4
922523214043,Biotechnology -A,4
922523214044,Biotechnology -A,4
922523214045,Biotechnology -A,4
922523214046,Biotechnology -A,4
922523214047,Biotechnology -A,4
922523214048,Biotechnology -A,4
922523214049,Biotechnology -A,4
922523214050,Biotechnology -A,4
922523214051,Biotechnology -A,4
922523214052,Biotechnology -A,4
922523214053,Biotechnology -A,4
922523214054,Biotechnology -A,4
922523214055,Biotechnology -A,4
922522104001,Computer Science and Engineering -A,6
922522104002,Computer Science and Engineering -A,6
922522104003,Computer Science and Engineering -A,6
922522104004,Computer Science and Engineering -A,6
922522104005,Computer Science and Engineering -A,6
922522104006,Computer Science and Engineering -A,6
922522104007,Computer Science and Engineering -A,6
922522104008,Computer Science and Engineering -A,6
922522104009,Computer Science and Engineering -A,6
922522104010,Computer Science and Engineering -A,6
922522104011,Computer Science and Engineering -A,6
922522104012,Computer Science and Engineering -A,6
922522104013,Computer Science and Engineering -A,6
922522104014,Computer Science and Engineering -A,6
922522104015,Computer Science and Engineering -A,6
922522104016,Computer Science and Engineering -A,6
922522104017,Computer Science and Engineering -A,6
922522104018,Computer Science and Engineering -A,6
922522104019,Computer Science and Engineering -A,6
922522104020,Computer Science and Engineering -A,6
922522104021,Computer Science and Engineering -A,6
922522104022,Computer Science and Engineering -A,6
922522104023,Computer Science and Engineering -A,6
922522104024,Computer Science and Engineering -A,6
