registerno,department,semester,staff,subject,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,average
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,10.00,10.00,9.90
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,10.00,10.00,10.00,10.00,10.00,8.00,9.00,10.00,10.00,9.70
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,10.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,7.00,7.00,9.30
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.00,10.00,10.00,9.80
AYkwZoBLL6/QQZSfuxnfhnfXbirfth56,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,10.00,10.00,10.00,10.00,10.00,10.00,8.00,9.00,10.00,10.00,9.70
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,4.00,6.00,4.00,2.00,7.00,3.00,6.00,5.00,7.00,6.00,5.00
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,7.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.40
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,8.00,7.00,10.00,10.00,8.00,8.00,9.00,10.00,10.00,10.00,9.00
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,10.00,9.00,10.00,8.00,8.00,9.00,10.00,8.00,10.00,9.20
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,10.00,8.00,8.00,9.00,10.00,8.00,10.00,7.00,10.00,10.00,9.00
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,8.00,9.00,7.00,9.00,10.00,9.00,7.00,10.00,10.00,9.00,8.80
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,10.00,8.00,9.00,10.00,9.00,9.00,9.00,10.00,10.00,10.00,9.40
7Mj3E+8nzefikyklLMDwzPnh18N1YurY,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,10.00,10.00,7.00,9.00,8.00,7.00,8.00,9.00,7.00,10.00,8.50
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
v7zVb6xZ+yEnqoYwftul4L33jcgie9Zq,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,6.00,5.00,5.00,4.00,5.00,3.00,6.00,7.00,3.00,5.00,4.90
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,8.00,7.00,7.00,9.00,10.00,7.00,7.00,9.00,8.00,8.00,8.00
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,10.00,8.00,8.00,8.00,8.00,7.00,8.00,10.00,10.00,8.00,8.50
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,8.00,9.00,9.00,8.00,9.00,10.00,10.00,10.00,8.00,9.10
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,10.00,9.00,10.00,10.00,8.00,9.00,9.00,10.00,10.00,10.00,9.50
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,8.00,7.00,8.00,8.00,9.00,9.00,8.00,7.00,9.00,7.00,8.00
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,9.00,9.00,9.00,7.00,9.00,9.00,10.00,8.00,9.00,10.00,8.90
+VPHgzyIp1Tb+lYPWODP6sT9w2wyfK1F,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,10.00,9.00,9.00,9.00,10.00,10.00,9.00,9.00,9.00,10.00,9.40
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,5.00,8.00,7.00,9.00,8.00,9.00,6.00,5.00,6.00,5.00,6.80
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,9.00,9.00,8.00,8.00,8.00,9.00,8.00,9.00,9.00,9.00,8.60
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,8.00,9.00,8.00,10.00,10.00,10.00,10.00,10.00,8.00,8.00,9.10
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,8.00,9.00,9.00,10.00,8.00,9.00,10.00,8.00,10.00,9.00,9.00
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,9.00,9.00,10.00,10.00,10.00,8.00,8.00,9.00,8.00,9.00,9.00
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,7.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,8.00,8.00
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,8.00,7.00,9.00,9.00,7.00,7.00,8.00,8.00,8.00,10.00,8.10
5+IMO1jmO15NkjoDQzzOBm4deRv/TKVR,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,8.00,7.00,8.00,10.00,10.00,7.00,7.00,8.00,6.00,10.00,8.10
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,6.00,8.00,9.00,6.00,10.00,5.00,7.00,6.00,5.00,6.00,6.80
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,9.00,9.00,9.00,8.00,9.00,6.00,7.00,9.00,8.00,6.00,8.00
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,10.00,9.00,9.00,10.00,10.00,8.00,8.00,9.00,8.00,9.00,9.00
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,9.00,9.00,9.00,10.00,8.00,9.00,9.00,9.00,8.00,9.00
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,10.00,9.00,9.00,9.00,10.00,8.00,9.00,10.00,8.00,10.00,9.20
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,10.00,10.00,9.00,10.00,9.00,10.00,9.00,8.00,9.00,9.00,9.30
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,9.00,8.00,9.00,9.00,10.00,10.00,8.00,8.00,8.00,9.00,8.80
Cus0Xv0H4U9a4RG1lLWGDvZvaAvkhzkw,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,8.00,7.00,8.00,10.00,8.00,8.00,8.00,9.00,9.00,9.00,8.40
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
qfLNC/1sUqyieSvBWD66yp2SZINCykFN,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,9.00,8.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,9.50
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,8.00,9.00,9.00,10.00,9.00,9.00,10.00,8.00,10.00,9.20
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,9.00,10.00,9.00,10.00,10.00,10.00,9.00,9.00,9.00,8.00,9.30
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,9.00,9.00,9.00,10.00,10.00,10.00,10.00,9.00,8.00,8.00,9.20
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,9.00,10.00,9.00,9.00,10.00,9.00,9.00,9.00,8.00,9.20
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,9.00,10.00,9.00,9.00,10.00,9.00,8.00,9.00,10.00,9.30
A1YhtZGZCbx4EREHWRs4DD6kSn/+aHbB,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,9.00,10.00,9.00,10.00,9.00,8.00,9.00,9.00,9.00,9.20
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,9.00,9.00,9.00,10.00,10.00,10.00,10.00,7.00,10.00,7.00,9.10
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,7.00,9.00,9.00,9.00,9.00,9.00,9.00,8.00,9.00,9.00,8.70
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00,9.00
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,9.00,9.00,9.00,9.00,9.00,9.00,9.00,10.00,10.00,10.00,9.30
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,8.00,8.00,9.00,7.00,8.00,9.00,10.00,10.00,9.00,10.00,8.80
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,10.00,10.00,9.00,7.00,5.00,8.00,8.00,10.00,7.00,7.00,8.10
Eb+RySAHpyj789Bx63pR1R4OZ0KVxpcT,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,8.00,9.00,10.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00,8.90
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Mr. K.Karthi ,Protection and Switchgear,10.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.70
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Mr.R.Sivakumar ,Power System Operation and Control,10.00,9.00,9.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.70
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Mr.R.Arunkumar ,Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.00,10.00,10.00,9.80
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Mr.S.Rajesh ,HVDC and FACTS,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.00,10.00,9.50
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Dr.I.Kathir ,Smart System Automation,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,9.00,9.00,9.70
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Dr.K.Umamaheswari ,Power Electronics for Renewable Energy Systems,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
k8c1Cm50s6pK8rgc/HubV+nlEGyAjNnH,Electrical and Electronics Engineering -A,6,Mr.Jihin Jino,Placement,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Mass Transfer I,Dr.Padmesh Madesety,8.00,9.00,6.00,5.00,10.00,8.00,6.00,9.00,10.00,9.00,8.00
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Chemical Engineering Thermodynamics I,Dr.Tripti De,10.00,10.00,9.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.70
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Environmental Science and Engineering,Dr.Gobinath,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.80
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Statistics and Quality Control,Mr.P.Boomi,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.80
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Heat Transfer,Dr.A.Meenakshi Sundhar,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.80
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Mechanical Operations,Dr.Bitang Kwrung Tripura,9.00,9.00,10.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.60
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Mechanical Operations Laboratory,Dr.Tripti De,10.00,10.00,9.00,10.00,10.00,10.00,10.00,9.00,10.00,9.00,9.70
encS2owHzcSbrg77RshTWN+CCL3Dy61r,Chemical Engineering -A,4,Fluid Mechanics Laboratory,Dr.S.Saravanan,10.00,10.00,9.00,9.00,10.00,10.00,10.00,9.00,10.00,9.00,9.60
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mrs.B.Dhivya,Embedded System & IOT Design,8.00,9.00,8.00,7.00,8.00,7.00,8.00,9.00,8.00,8.00,8.00
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning,9.00,9.00,9.00,10.00,10.00,9.00,10.00,10.00,10.00,10.00,9.60
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing,8.00,9.00,10.00,10.00,9.00,8.00,9.00,9.00,10.00,10.00,9.20
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing,7.00,8.00,8.00,7.00,9.00,8.00,9.00,8.00,9.00,7.00,8.00
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mrs.K.Kalaichelvi,Communication Networks,8.00,9.00,10.00,10.00,9.00,8.00,9.00,10.00,10.00,10.00,9.30
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing,7.00,8.00,8.00,9.00,9.00,8.00,7.00,9.00,8.00,7.00,8.00
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Dr.Anumol Mathai,Embedded System & I0T Design Laboratory,9.00,9.00,10.00,10.00,9.00,9.00,10.00,10.00,10.00,9.00,9.50
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mr. M Ananthan,4G/5G Communication Networks,8.00,8.00,9.00,9.00,10.00,10.00,10.00,9.00,8.00,9.00,9.00
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Dr P.Gomathi,Mixed Signal IC Design Testing Laboratory,10.00,9.00,8.00,8.00,9.00,10.00,10.00,9.00,8.00,10.00,9.10
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mrs. M.Parvathi,RFID System Design & Testing Laboratory ,8.00,9.00,7.00,9.00,8.00,7.00,7.00,8.00,9.00,8.00,8.00
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mr. R Sulaiman,Artificial Intelligence & Machine Learning Laboratory ,10.00,9.00,10.00,9.00,9.00,8.00,8.00,8.00,10.00,9.00,9.00
f87NMrSovtRjxpCit+qqwhja6N7dnN2Q,Electronics and Communication Engineering -B,6,Mr.M Sivanathan,Digital Marketing Laboratory (DM LAB),9.00,7.00,8.00,9.00,9.00,10.00,10.00,10.00,9.00,9.00,9.00
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3601  Bioinformatics,9.00,8.00,9.00,7.00,10.00,9.00,9.00,9.00,10.00,10.00,9.00
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Ms.Sumayafathima.S,BT365- Bioprocess Engineering,9.00,8.00,10.00,9.00,7.00,10.00,8.00,9.00,10.00,9.00,8.90
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Dr.G.Pratap Kumar,CBT333 - Tissue Engineering (PEIV),9.00,10.00,9.00,8.00,9.00,8.00,8.00,9.00,9.00,8.00,8.70
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Ms. G. Jeyashree,BT3025 -Animal Cell Culture Technology (PEV),9.00,8.00,7.00,10.00,10.00,9.00,8.00,9.00,8.00,9.00,8.70
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Mr.R.Paulraj ,OCS35- Artificial Intelligence and Machine Learning Fundamentals,8.00,9.00,8.00,9.00,8.00,10.00,9.00,8.00,10.00,9.00,8.80
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Mr.R.Paulraj ,OCS351- Artificial Intelligence and Machine Learning Fundamentals Lab,8.00,9.00,8.00,9.00,7.00,9.00,10.00,8.00,9.00,10.00,8.70
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Mrs.Keerthiga.K ,  MX3089- Industrial Safety,10.00,9.00,9.00,8.00,9.00,10.00,9.00,10.00,8.00,9.00,9.10
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3611-Bioinformatics Lab,10.00,9.00,10.00,9.00,8.00,9.00,10.00,9.00,9.00,8.00,9.10
uMP2OxS+dNRr8carcXaf+SuMUbBzVg8G,Biotechnology -A,6,Mrs.Keerthiga.K ,BT3661  Bioprocess Laboratory,10.00,9.00,8.00,9.00,8.00,9.00,10.00,9.00,8.00,10.00,9.00
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3601  Bioinformatics,9.00,10.00,9.00,10.00,9.00,9.00,8.00,10.00,9.00,10.00,9.30
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Ms.Sumayafathima.S,BT365- Bioprocess Engineering,8.00,9.00,10.00,9.00,8.00,9.00,9.00,8.00,10.00,8.00,8.80
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Dr.G.Pratap Kumar,CBT333 - Tissue Engineering (PEIV),9.00,8.00,8.00,8.00,8.00,8.00,9.00,9.00,8.00,9.00,8.40
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Ms. G. Jeyashree,BT3025 -Animal Cell Culture Technology (PEV),10.00,10.00,9.00,9.00,9.00,9.00,8.00,8.00,9.00,9.00,9.00
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Mr.R.Paulraj ,OCS35- Artificial Intelligence and Machine Learning Fundamentals,7.00,8.00,9.00,8.00,8.00,7.00,7.00,9.00,9.00,8.00,8.00
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Mr.R.Paulraj ,OCS351- Artificial Intelligence and Machine Learning Fundamentals Lab,7.00,7.00,7.00,7.00,9.00,8.00,7.00,7.00,9.00,8.00,7.60
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Mrs.Keerthiga.K ,  MX3089- Industrial Safety,9.00,7.00,7.00,8.00,8.00,9.00,8.00,9.00,7.00,9.00,8.10
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3611-Bioinformatics Lab,8.00,8.00,10.00,9.00,10.00,10.00,8.00,8.00,9.00,9.00,8.90
9Vrx4WkNeFzUnkXcj5NGhfJ+lwk+jUUq,Biotechnology -A,6,Mrs.Keerthiga.K ,BT3661  Bioprocess Laboratory,10.00,10.00,10.00,9.00,10.00,10.00,10.00,10.00,10.00,10.00,9.90
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Dr.M.A.Sundara Mahalingam ,BT3601  Bioinformatics,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Ms.Sumayafathima.S,BT365- Bioprocess Engineering,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Dr.G.Pratap Kumar,CBT333 - Tissue Engineering (PEIV),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Ms. G. Jeyashree,BT3025 -Animal Cell Culture Technology (PEV),10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Mr.R.Paulraj ,OCS35- Artificial Intelligence and Machine Learning Fundamentals,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
kJpl/H/kRbH3YcJ6Zml3BGaiLXoBkPYI,Biotechnology -A,6,Mr.R.Paulraj ,OCS351- Artificial Intelligence and Machine Learning Fundamentals Lab,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00
